"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1601","Некорректное создание пользователя (не передается никнейм)","tests.users","Thu Jul 03 14:56:43 GMT 2025","passed","Thu Jul 03 14:56:45 GMT 2025","TestUsers","test_users","",""
"","958","Некорректное создание пользователя (не передается почта)","tests.users","Thu Jul 03 14:56:47 GMT 2025","passed","Thu Jul 03 14:56:48 GMT 2025","TestUsers","test_users","",""
"","1044","Корректное получение всех пользователей","tests.users","Thu Jul 03 14:56:48 GMT 2025","passed","Thu Jul 03 14:56:49 GMT 2025","TestUsers","test_users","",""
"","966","Некорректное создание пользователя (не передается пароль)","tests.users","Thu Jul 03 14:56:46 GMT 2025","passed","Thu Jul 03 14:56:47 GMT 2025","TestUsers","test_users","",""
"","2935","Корректное создание пользователя с проверкой","tests.users","Thu Jul 03 14:56:40 GMT 2025","passed","Thu Jul 03 14:56:43 GMT 2025","TestUsers","test_users","",""
"","1213","Некорректное создание пользователя (не передается имя)","tests.users","Thu Jul 03 14:56:45 GMT 2025","passed","Thu Jul 03 14:56:46 GMT 2025","TestUsers","test_users","",""
